response_to,user,timestamp,comment,likes,replies_attracted,channel
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Brien Lim,5 months ago,"""I also love the smell of swimming pools"" ""to me it just smells clean"" 
fun fact: pools actually aren't supposed to have that smell, it's when pee mixes in with the chlorine then there'll be a smell 😁",1,View 3 replies from Georgia Caney and others,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Wendy Seah,6 months ago,"It happens. Landlords do have an option in the rental contracts to short the lease coz it is only fair to allow them to sell their property at any time.

My friend got a 6-mth compensation from her landlord when they decided to end the lease 1 yr ahead of contract period. That was pretty good, all considered.",0,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Paul Stiles,6 months ago,"Oh no hope you guys aren’t going to be evicted, that’s so unfair!, all the best to the both of you.",11,View 2 replies from Georgia Caney and others,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Simon T,6 months ago,You got evicted again.... Twice is a charm.  Perhaps you should go try TOTO.,10,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Jen LL,6 months ago,11:41 it's really beautiful !,1,View reply from Georgia Caney,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Anthony 乘睦 Tan,6 months ago,"No dirty tracks on public road, so you have to wash tyres that way before hitting to the road.",1,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,sdq sdq,6 months ago,"its a sign , time to move to tiong bahru",9,View reply from Georgia Caney,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Phantom Hantu,6 months ago,Raffles Marina light house at tuas is nice too. 👍🏻,1,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,danny soh,6 months ago,Dang! Hope it all works out right now! Not the best time to head home though so maybe that's a sort of a motivation to hunt for a new place (hopefully not required) if it's any consolation #whatsyourotheralternatives 🤔,0,View reply,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Khairi Azhar,6 months ago,2nd hahahah,2,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Sara Pavich,6 months ago,Yes to the smell of bleach 🙋🏼‍♀️,0,View reply,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Chris Chew,6 months ago,Nice T-Shirt Justin ... come and do a Vlog down the kart track! .. Good luck if you do move .. happened a few times for me and like you guys loved where I was and didn't want to move but ... every time I did move found and even better place to live!,0,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Leisha Greenleaf,6 months ago,I love when you vlog Georgia xx,2,View 3 replies from Georgia Caney and others,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,davidcty,6 months ago,"Hi Georgia, I was in this exact situation except I was about to leave (UK) and migrate to Singapore ! Landlord sold the place 4 months before I was due to leave (UK) . Had to air bnb on short term contract for that duration. Was incredibly frustrating.",0,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Phantom Hantu,6 months ago,2:30 wow. Dun look like sg. Haha. It’s so empty,6,View 3 replies from Georgia Caney and others,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,AkMorf,6 months ago,"Wait a minute, i dont get it. Didnt you say you have a contract till February?
How can he evict u then? 
How can he sell the apartment when your contract is active?",5,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,myVictor lee,6 months ago (edited),Evil grin😜Shud just wear masks and start ‘coughing’ real bad.... and white-board fake high temperature readings in the living room...  ✌🏻😬,6,View 2 replies from Georgia Caney and others,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,William Ng,6 months ago,"I’m a realtor. If you don’t mind, I can help read through your tenancy agreement to see if you’ll get to stay if the apartment is sold.",0,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,babagonzales,6 months ago,I also love the smell of chlorine :),0,View 2 replies,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,RandomSynr,6 months ago,"Check your lease, they may not be able to evict you unless they buy you out of your lease. Don't worry with current conditions you won't have an issue finding a new place",5,,GC
ARE WE BEING EVICTED AGAIN!? SINGAPORE WEEKLY VLOG,Chloesa,6 months ago,"Oh man, i hope things will work out fine for you two. And I love your ootd! btw, the links to the accessories are not working.",0,CLAIM NOW!,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Strumento,1 year ago,"Well what do you guys think? I'M SO PROUD OF YOU SINGAPORE!! 🇸🇬✈️ The new Changi Jewel is seriously impressive and without a doubt strengthens Changi Airports grip on BEST AIPORT IN THE WORLD!!! Congrats Singapore, you did it again!! 👏🏼😍 Have you been to visit Jewel yet? 👀",331,View 25 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Utube1024,1 year ago,Thanos: So this is where the 7th infinity gem is hidden.,330,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Asian Horror Stories,1 year ago,Going to be best airport for the 8th consecutive years. Must be tired of winning ...LOL.,82,View 4 replies from Georgia Caney and others,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Phantom Hantu,1 year ago,Thanks Georgia! I'm a Singaporean and haven't visited the Jewel because I'm put off by the huge crowd. Thanks for the preview! Now I know what a wonderful place this is! Looking forward to visiting soon!,116,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,MrJonslife,1 year ago,Haha. People may miss their flight if they trap in the maze 😆,98,View 4 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,The World n Us,1 year ago,"It was already so difficult for other countries to catch up with Changi, and now Changi just brought it up to a whole new level. I am proud to be a Singaporean really. You should have shown the light show! But nevertheless thanks for sharing the world about our country Georgia.",68,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Luis Black,1 year ago,Very cool!  This wasn’t here when were last in Singapore.  It seems like a mix of the Cloud Forest and Marina Bay shopping mall.  This would be perfect for a long stop over.,13,View 2 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Edith Yeo,1 year ago,This is amazing!!. I already thought Changi was the best Airport ever and now they go and do this! American Airports are so lame in comparison.,61,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,emptyangel,1 year ago,this feels like gardens by the bay + mbs,6,View reply from Georgia Caney,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,小雪Sharon,1 year ago,visited a couple of days ago... truly staggering. will definitely have to keep going back there to explore the place fully. I mean just the trams... they go through airlocks between the outside and inside. what even,74,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,ltankk,1 year ago,I went during the preview period and I was so stunned and amazed even as a Singaporean. And naturally I'll have to find time to go back again as I haven't finish exploring the place! 😂,4,View 2 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,kaiser misaki,1 year ago,A&W returns!,34,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Yorhan,1 year ago,I was there on Friday. Gosh! It is massive and so insane! And to think it is part of an airport. So so so so.......... I don't even know how to describe it. Need to be there to see and experience it for yourself. You will not want to visit another airport ever again!,38,View 3 replies from Georgia Caney and others,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Patrick Hayes,1 year ago,"It’s good that I stay so near to the Changi Airport, I don’t have to go down to Orchard/MBS anymore.",18,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Berenice,1 year ago,That place looks amazing!  Thanks for the tour. 👍,9,View reply from Georgia Caney,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Karina Fischer,1 year ago (edited),holy crap the lounge has macs????? singapore is really rich; can’t wait to try shake shack cries,11,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Benson Teo,1 year ago,"Wow,it looks amaizing😍 I would love to visit Singapore one day...",85,View 5 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,clarice tat,1 year ago,Yes! Proof of concept to envelop the whole island in a glass dome and air conditioned it entirely! XD,23,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Linda Tyler,1 year ago,Mecca mesmerised...,6,View 2 replies from Georgia Caney and others,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,MrHan,1 year ago,Just WOW!!! 😍 Can't wait to come back to Singapore again - we loved it soooo much the first time,19,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Paul Sz,1 year ago,"It looks like Jurassic Park in there, with a mall attached at the back.",27,View 2 replies from Georgia Caney and others,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Anime watch,1 year ago,"Wanted to visit this yesterday on my layover to Sydney, but they recommend you have 5hrs between flights to fully experience Changi Airport,  so I'll have to do it next time...😐",31,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,John T,1 year ago,"600 BC Hanging Gardens of Babylon
2019 Jewel of Changi Airport",11,View reply,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Shani de Wit,1 year ago,"Been staying in spore for the past 20yrs+... really feeling hyped up & feeling proud  about this place... even more than MBS actually,  eventhough MBS have all the celeb restaurants...I don’t know why ....it looks gorgeous.... or maybe cos they have shake shack",36,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Sherly Filianti,1 year ago,Love this video Georgia! The Jewel looks amazing 😍 I can't wait to see it in real life soon!,13,View 2 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Joy -,1 year ago,It looks like garden by the bay in the airport,11,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Heng Hui Mei,1 year ago,DUBAI LEFT THE CHAT,4,View 2 replies from Georgia Caney and others,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Fez Riz,1 year ago,I'm excited about the Shake Shack!,51,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,davidh4632,1 year ago,"Wow, thanks for the preview! It looks amazing. I might visit on normal days",9,View reply from Georgia Caney,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,MuscleBunny,1 year ago,"Thanks for this looks amazing. Anything for kids, you mentioned slides. Also where and how much for parking.",7,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Jared Chee,1 year ago,It feels like a shopping mall mashed with Gardens by the Bay lol! I think I’ll definitely miss my flight at this rate,8,View reply from Georgia Caney,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Banteng Gila,1 year ago,NEXT STEP: Glass dome the whole of Orchard Road.,7,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,RealMelTan,1 year ago,Jewel Changi look like Balamb Garden from Final Fantasy VIII 😁😀,6,View 2 replies from Georgia Caney and others,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Paul Stiles,1 year ago,"Awesome walkthrough of Jewel at Changi! I have done a similar walkthrough, but can't compare to yours. May I ask what camera are you using? Thanks!",2,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Goh Yu Hern,1 year ago (edited),I must say it looks fantastic & the rain vortex looks absolutely beautiful.👍,19,View reply,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,D T,1 year ago,"""Definitely feels more like a shopping mall than it is an airport.""
ITS A GODDAMN SHOPPING MALL IN THE AIRPORT * face palm*",0,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Rocker Tan,1 year ago,"Another ""mega shopping mall"" for family and kids to roam around on weekends....sigh",3,View reply from Georgia Caney,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,whizzard blizzard,1 year ago (edited),Had shower once in Changi Airport. It cost only under 20 SGD but it was one of the best showers I have had or it was just me being absolutely filthy after long flights and layover. It came with complimentary snacks.,45,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Anthony 乘睦 Tan,1 year ago (edited),"2:58
Vloggers: Reaches lounge 
Jewel Changi: I GOTCHU’!!!",0,View 4 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Josie Lacis,1 year ago,My favourite of all is the rooftop canopy and bridges view to the waterfall. Stunning!,6,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Charity Steak,1 year ago,"I’m already excited for my upcoming flight and I have 15 hours lay over at Chiangi airport , definitely will see the place!",1,View 3 replies,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,Guess Who,1 year ago,"Singapore is so beautiful, made me live here for almost 23 years. Always so proud of this country. Indeed a Jewel ❤️.",17,,GC
JEWEL AT CHANGI AIRPORT | FIRST PREVIEW!,전유키,1 year ago,I am going airport every sunday!,9,View reply,GC
